#      date     time    lon    lat    lev     name    value 
 2017-08-26 18:00:00 27.3082 58.2776     10 temperature 287.3971 
 2017-08-26 18:00:00 27.3082 58.2776     30 temperature 287.3971 
 2017-08-26 18:00:00 27.3082 58.2776     50 temperature  287.343 
 2017-08-26 18:00:00 27.3082 58.2776     70 temperature 287.2852 
 2017-08-26 18:00:00 27.3082 58.2776     90 temperature 287.2273 
 2017-08-26 18:00:00 27.3082 58.2776    110 temperature 287.1203 
 2017-08-26 18:00:00 27.3082 58.2776    160 temperature 286.8166 
 2017-08-26 18:00:00 27.3082 58.2776    300 temperature 285.7318 
 2017-08-26 18:00:00 27.3082 58.2776    600 temperature 282.9149 
 2017-08-26 18:00:00 27.3082 58.2776   1400 temperature 275.5795 
 2017-08-26 18:00:00 27.3082 58.2776   3000 temperature 268.4609 
 2017-08-26 18:00:00 27.3082 58.2776      0  temp_2m 287.0376 
 2017-08-26 18:00:00 27.3082 58.2776     10 pot_temp 288.1714 
 2017-08-26 18:00:00 27.3082 58.2776     30 pot_temp 288.1714 
 2017-08-26 18:00:00 27.3082 58.2776     50 pot_temp 288.3004 
 2017-08-26 18:00:00 27.3082 58.2776     70 pot_temp 288.4382 
 2017-08-26 18:00:00 27.3082 58.2776     90 pot_temp  288.576 
 2017-08-26 18:00:00 27.3082 58.2776    110 pot_temp 288.6646 
 2017-08-26 18:00:00 27.3082 58.2776    160 pot_temp   288.85 
 2017-08-26 18:00:00 27.3082 58.2776    300 pot_temp 289.1341 
 2017-08-26 18:00:00 27.3082 58.2776    600 pot_temp 289.2465 
 2017-08-26 18:00:00 27.3082 58.2776   1400 pot_temp 289.7406 
 2017-08-26 18:00:00 27.3082 58.2776   3000 pot_temp 298.9102 
 2017-08-26 18:00:00 27.3082 58.2776     10   U_wind 5.434886 
 2017-08-26 18:00:00 27.3082 58.2776     30   U_wind 5.434886 
 2017-08-26 18:00:00 27.3082 58.2776     50   U_wind 6.019526 
 2017-08-26 18:00:00 27.3082 58.2776     70   U_wind 6.644634 
 2017-08-26 18:00:00 27.3082 58.2776     90   U_wind 7.269743 
 2017-08-26 18:00:00 27.3082 58.2776    110   U_wind 7.768843 
 2017-08-26 18:00:00 27.3082 58.2776    160   U_wind 8.922426 
