date (UTC)	so2_110
21.03.2016 1:45	0
21.03.2016 2:15	0
21.03.2016 2:45	0
21.03.2016 3:15	0
21.03.2016 3:45	0
21.03.2016 4:15	0
21.03.2016 4:45	0
21.03.2016 5:15	0
21.03.2016 5:45	0
21.03.2016 6:15	0
21.03.2016 6:45	0
21.03.2016 7:15	0
21.03.2016 7:45	0
21.03.2016 8:15	0
21.03.2016 8:45	0
21.03.2016 9:15	0
21.03.2016 9:45	0
21.03.2016 10:15	0
21.03.2016 10:45	0
21.03.2016 11:15	0
21.03.2016 11:45	0
21.03.2016 12:15	0
21.03.2016 12:45	0
21.03.2016 13:15	0
21.03.2016 13:45	0
21.03.2016 14:15	0,15065
21.03.2016 14:45	0
21.03.2016 15:15	0,498673333
21.03.2016 15:45	0,413086667
21.03.2016 16:15	0,866346667
21.03.2016 16:45	0,993853333
21.03.2016 17:15	0,019213333
21.03.2016 17:45	0
21.03.2016 18:15	0,420946667
21.03.2016 18:45	0,05502
21.03.2016 19:15	0,903026667
21.03.2016 19:45	0
21.03.2016 20:15	0,09956
21.03.2016 20:45	0,106546667
21.03.2016 21:15	1,07682
21.03.2016 21:45	0,33536
21.03.2016 22:15	0
21.03.2016 22:45	0
21.03.2016 23:15	0
21.03.2016 23:45	0
22.03.2016 0:15	0,11004
22.03.2016 0:45	0
22.03.2016 1:15	0,088206667
22.03.2016 1:45	0,546706667
22.03.2016 2:15	0
22.03.2016 2:45	0,111786667
22.03.2016 3:15	1,56676
22.03.2016 3:45	0
22.03.2016 4:15	0
22.03.2016 4:45	0
22.03.2016 5:15	0
22.03.2016 5:45	0
22.03.2016 6:15	0
22.03.2016 6:45	0
22.03.2016 7:15	0
22.03.2016 7:45	0
22.03.2016 8:15	0
22.03.2016 8:45	0
22.03.2016 9:15	0
22.03.2016 9:45	0
22.03.2016 10:15	0
22.03.2016 10:45	0,47946
22.03.2016 11:15	0,284706667
22.03.2016 11:45	0,916126667
22.03.2016 12:15	1,245373333
22.03.2016 12:45	0,854993333
22.03.2016 13:15	0,923113333
22.03.2016 13:45	1,264586667
22.03.2016 14:15	0,716133333
22.03.2016 14:45	0,03144
22.03.2016 15:15	0,89342
22.03.2016 15:45	0,72574
22.03.2016 16:15	2,006046667
22.03.2016 16:45	0,42182
22.03.2016 17:15	0,276846667
22.03.2016 17:45	0,6943
22.03.2016 18:15	0,806086667
22.03.2016 18:45	0,035806667
22.03.2016 19:15	1,02966
22.03.2016 19:45	0,491686667
