#      date     time    lon    lat    lev     name    value 
 2017-07-23 20:00:00 27.3082 58.2776     10 temperature 291.9013 
 2017-07-23 20:00:00 27.3082 58.2776     30 temperature 291.9013 
 2017-07-23 20:00:00 27.3082 58.2776     50 temperature 292.0381 
 2017-07-23 20:00:00 27.3082 58.2776     70 temperature 292.1883 
 2017-07-23 20:00:00 27.3082 58.2776     90 temperature 292.3384 
 2017-07-23 20:00:00 27.3082 58.2776    110 temperature 292.2842 
 2017-07-23 20:00:00 27.3082 58.2776    160 temperature 291.9277 
 2017-07-23 20:00:00 27.3082 58.2776    300 temperature 290.6562 
 2017-07-23 20:00:00 27.3082 58.2776    600 temperature 287.7754 
 2017-07-23 20:00:00 27.3082 58.2776   1400 temperature   280.33 
 2017-07-23 20:00:00 27.3082 58.2776   3000 temperature 272.8819 
 2017-07-23 20:00:00 27.3082 58.2776      0  temp_2m 287.7581 
 2017-07-23 20:00:00 27.3082 58.2776     10 pot_temp 292.4388 
 2017-07-23 20:00:00 27.3082 58.2776     30 pot_temp 292.4388 
 2017-07-23 20:00:00 27.3082 58.2776     50 pot_temp 292.7543 
 2017-07-23 20:00:00 27.3082 58.2776     70 pot_temp 293.1007 
 2017-07-23 20:00:00 27.3082 58.2776     90 pot_temp  293.447 
 2017-07-23 20:00:00 27.3082 58.2776    110 pot_temp 293.5884 
 2017-07-23 20:00:00 27.3082 58.2776    160 pot_temp 293.7206 
 2017-07-23 20:00:00 27.3082 58.2776    300 pot_temp 293.8161 
 2017-07-23 20:00:00 27.3082 58.2776    600 pot_temp 293.8638 
 2017-07-23 20:00:00 27.3082 58.2776   1400 pot_temp 294.2407 
 2017-07-23 20:00:00 27.3082 58.2776   3000 pot_temp 303.1502 
 2017-07-23 20:00:00 27.3082 58.2776     10   U_wind 2.051288 
 2017-07-23 20:00:00 27.3082 58.2776     30   U_wind 2.051288 
 2017-07-23 20:00:00 27.3082 58.2776     50   U_wind   2.2386 
 2017-07-23 20:00:00 27.3082 58.2776     70   U_wind 2.444199 
 2017-07-23 20:00:00 27.3082 58.2776     90   U_wind 2.649799 
 2017-07-23 20:00:00 27.3082 58.2776    110   U_wind 2.711052 
 2017-07-23 20:00:00 27.3082 58.2776    160   U_wind  2.70825 
 2017-07-23 20:00:00 27.3082 58.2776    300   U_wind  2.68509 
 2017-07-23 20:00:00 27.3082 58.2776    600   U_wind 2.723639 
 2017-07-23 20:00:00 27.3082 58.2776   1400   U_wind 2.620986 
 2017-07-23 20:00:00 27.3082 58.2776   3000   U_wind 5.175339 
 2017-07-23 20:00:00 27.3082 58.2776     10   V_wind 1.298636 
 2017-07-23 20:00:00 27.3082 58.2776     30   V_wind 1.298636 
 2017-07-23 20:00:00 27.3082 58.2776     50   V_wind 1.138371 
 2017-07-23 20:00:00 27.3082 58.2776     70   V_wind 0.9624811 
 2017-07-23 20:00:00 27.3082 58.2776     90   V_wind 0.7865915 
 2017-07-23 20:00:00 27.3082 58.2776    110   V_wind 0.6765436 
 2017-07-23 20:00:00 27.3082 58.2776    160   V_wind 0.4722839 
 2017-07-23 20:00:00 27.3082 58.2776    300   V_wind 0.2227223 
 2017-07-23 20:00:00 27.3082 58.2776    600   V_wind -0.09458891 
 2017-07-23 20:00:00 27.3082 58.2776   1400   V_wind -1.073295 
 2017-07-23 20:00:00 27.3082 58.2776   3000   V_wind 0.4664298 
 2017-07-23 20:00:00 27.3082 58.2776      0    Kz_1m 0.07206128 
 2017-07-23 20:00:00 27.3082 58.2776     10 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776     30 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776     50 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776     70 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776     90 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776    110 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776    160 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776    300 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776    600 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776   1400 cnc_SO2_gas        0 
 2017-07-23 20:00:00 27.3082 58.2776   3000 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776     10 temperature 291.9013 
 2017-07-23 20:10:00 27.3082 58.2776     30 temperature 291.9013 
 2017-07-23 20:10:00 27.3082 58.2776     50 temperature 292.0381 
 2017-07-23 20:10:00 27.3082 58.2776     70 temperature 292.1883 
 2017-07-23 20:10:00 27.3082 58.2776     90 temperature 292.3384 
 2017-07-23 20:10:00 27.3082 58.2776    110 temperature 292.2842 
 2017-07-23 20:10:00 27.3082 58.2776    160 temperature 291.9277 
 2017-07-23 20:10:00 27.3082 58.2776    300 temperature 290.6562 
 2017-07-23 20:10:00 27.3082 58.2776    600 temperature 287.7754 
 2017-07-23 20:10:00 27.3082 58.2776   1400 temperature   280.33 
 2017-07-23 20:10:00 27.3082 58.2776   3000 temperature 272.8819 
 2017-07-23 20:10:00 27.3082 58.2776      0  temp_2m 287.6975 
 2017-07-23 20:10:00 27.3082 58.2776     10 pot_temp 292.4388 
 2017-07-23 20:10:00 27.3082 58.2776     30 pot_temp 292.4388 
 2017-07-23 20:10:00 27.3082 58.2776     50 pot_temp 292.7543 
 2017-07-23 20:10:00 27.3082 58.2776     70 pot_temp 293.1007 
 2017-07-23 20:10:00 27.3082 58.2776     90 pot_temp  293.447 
 2017-07-23 20:10:00 27.3082 58.2776    110 pot_temp 293.5884 
 2017-07-23 20:10:00 27.3082 58.2776    160 pot_temp 293.7206 
 2017-07-23 20:10:00 27.3082 58.2776    300 pot_temp 293.8161 
 2017-07-23 20:10:00 27.3082 58.2776    600 pot_temp 293.8638 
 2017-07-23 20:10:00 27.3082 58.2776   1400 pot_temp 294.2407 
 2017-07-23 20:10:00 27.3082 58.2776   3000 pot_temp 303.1502 
 2017-07-23 20:10:00 27.3082 58.2776     10   U_wind 2.051288 
 2017-07-23 20:10:00 27.3082 58.2776     30   U_wind 2.051288 
 2017-07-23 20:10:00 27.3082 58.2776     50   U_wind   2.2386 
 2017-07-23 20:10:00 27.3082 58.2776     70   U_wind 2.444199 
 2017-07-23 20:10:00 27.3082 58.2776     90   U_wind 2.649799 
 2017-07-23 20:10:00 27.3082 58.2776    110   U_wind 2.711052 
 2017-07-23 20:10:00 27.3082 58.2776    160   U_wind  2.70825 
 2017-07-23 20:10:00 27.3082 58.2776    300   U_wind  2.68509 
 2017-07-23 20:10:00 27.3082 58.2776    600   U_wind 2.723639 
 2017-07-23 20:10:00 27.3082 58.2776   1400   U_wind 2.620986 
 2017-07-23 20:10:00 27.3082 58.2776   3000   U_wind 5.175339 
 2017-07-23 20:10:00 27.3082 58.2776     10   V_wind 1.298636 
 2017-07-23 20:10:00 27.3082 58.2776     30   V_wind 1.298636 
 2017-07-23 20:10:00 27.3082 58.2776     50   V_wind 1.138371 
 2017-07-23 20:10:00 27.3082 58.2776     70   V_wind 0.962481 
 2017-07-23 20:10:00 27.3082 58.2776     90   V_wind 0.7865915 
 2017-07-23 20:10:00 27.3082 58.2776    110   V_wind 0.6765436 
 2017-07-23 20:10:00 27.3082 58.2776    160   V_wind 0.4722839 
 2017-07-23 20:10:00 27.3082 58.2776    300   V_wind 0.2227223 
 2017-07-23 20:10:00 27.3082 58.2776    600   V_wind -0.09458891 
 2017-07-23 20:10:00 27.3082 58.2776   1400   V_wind -1.073295 
 2017-07-23 20:10:00 27.3082 58.2776   3000   V_wind 0.4664298 
 2017-07-23 20:10:00 27.3082 58.2776      0    Kz_1m 0.07717808 
 2017-07-23 20:10:00 27.3082 58.2776     10 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776     30 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776     50 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776     70 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776     90 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776    110 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776    160 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776    300 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776    600 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776   1400 cnc_SO2_gas        0 
 2017-07-23 20:10:00 27.3082 58.2776   3000 cnc_SO2_gas        0 
 2017-07-23 20:20:00 27.3082 58.2776     10 temperature 291.7875 
 2017-07-23 20:20:00 27.3082 58.2776     30 temperature 291.7875 
 2017-07-23 20:20:00 27.3082 58.2776     50 temperature  291.952 
 2017-07-23 20:20:00 27.3082 58.2776     70 temperature 292.1324 
 2017-07-23 20:20:00 27.3082 58.2776     90 temperature 292.3128 
 2017-07-23 20:20:00 27.3082 58.2776    110 temperature 292.2671 
 2017-07-23 20:20:00 27.3082 58.2776    160 temperature 291.9102 
 2017-07-23 20:20:00 27.3082 58.2776    300 temperature 290.6504 
 2017-07-23 20:20:00 27.3082 58.2776    600 temperature 287.7774 
 2017-07-23 20:20:00 27.3082 58.2776   1400 temperature 280.3359 
 2017-07-23 20:20:00 27.3082 58.2776   3000 temperature 272.8115 
 2017-07-23 20:20:00 27.3082 58.2776      0  temp_2m 287.5763 
 2017-07-23 20:20:00 27.3082 58.2776     10 pot_temp 292.3223 
 2017-07-23 20:20:00 27.3082 58.2776     30 pot_temp 292.3223 
